reviewer_row_id,paper_id,title,dataset_name,n_subjects,n_sessions,eeg_channels,sampling_rate_hz,emotion_model,class_labels,class_balance,preproc_in_cv,model_family,adaptation_method,target_data_used,target_labels_used,subject_independent,split_type,n_folds,cross_setting,train_val_test_separation,model_selection_strategy,metric,result_mean,result_sd,result_ci,per_subject_reported,statistical_test,mean_or_best,protocol_category,leakage_categories,risk_rating,risk_evidence,ambiguity_notes,include_meta,primary_result,verification_status,source_checked,reviewer_source_location,reviewer_notes,author_protocol_label,author_protocol_label_location,verified_protocol_from_methods,verified_protocol_evidence_location,protocol_label_match,protocol_mismatch_type,verified_subject_disjoint,target_access_verified,protocol_audit_decision,reviewer_protocol_confidence
HME-0106,EEG-0162,Multi-source domain adaptation with spatio-temporal feature extractor for EEG emotion recognition (DiFLM),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,multi-source DA + spatio-temporal feature extractor (MSDA-SFE),"multi-source UDA (Bi-LSTM+CNN, feature alignment)",unlabeled-target (transductive),no,yes,"leave-one-subject-out (per session, 14 source/1 target)",15,cross-subject,subject-disjoint,unclear,accuracy,91.65,2.91,,no,none reported,mean,cross-subject transductive DA,none,low,Explicit LOO 14-source/1-target per session; transductive; SEED 91.65% plausible for MSDA.,,yes,yes,verified,full-text,"Table 1/2 (visual read p.5): SEED cross-subject 91.65/2.91, SEED-IV 73.92/6.04",MSDA-SFE SEED cross-subject 91.65/2.91 (cross-session 92.12/7.12).,cross-subject / subject-independent,Abstract; Sec 3.1,"LOSO cross-subject, transductive multi-source UDA","Sec 3.1 '14 subjects source, remaining one target'; Table 1/2 (visual read p.5)",match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0107,EEG-0162,Multi-source domain adaptation with spatio-temporal feature extractor for EEG emotion recognition (DiFLM),SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,multi-source DA + spatio-temporal feature extractor (MSDA-SFE),"multi-source UDA (Bi-LSTM+CNN, feature alignment)",unlabeled-target (transductive),no,yes,"leave-one-subject-out (per session, 14 source/1 target)",15,cross-subject,subject-disjoint,unclear,accuracy,73.92,6.04,,no,none reported,mean,cross-subject transductive DA,none,low,Explicit LOO 14-source/1-target per session; transductive; SEED 91.65% plausible for MSDA.,,yes,no,verified,full-text,"Table 1/2 (visual read p.5): SEED cross-subject 91.65/2.91, SEED-IV 73.92/6.04",MSDA-SFE SEED-IV cross-subject 73.92/6.04 (cross-session 76.16/11.77).,cross-subject / subject-independent,Abstract; Sec 3.1,"LOSO cross-subject, transductive multi-source UDA","Sec 3.1 '14 subjects source, remaining one target'; Table 1/2 (visual read p.5)",match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0108,EEG-0163,Multi-source domain separation adversarial domain adaptation for EEG emotion recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,multi-source domain separation adversarial DA + pseudo-label,multi-source separation adversarial UDA + self-supervised pseudo-labeling,unlabeled-target (transductive),no,yes,"cross-subject (source-per-subject, matched to target)",15,cross-subject,subject-disjoint,unclear,accuracy,91.68,7.34,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive UDA + pseudo-labeling; SEED 91.68% plausible.,,yes,yes,verified,full-text,"Results (cross-subject SEED 91.68/7.34, SEED-IV 76.70)",MDSADA SEED cross-subject 91.68/7.34. SEED-IV 76.70. DREAMER V/D/A 72.84/82.62/82.72. Cross-session SEED 95.42.,cross-subject (unsupervised DA),Abstract; Keywords,cross-subject transductive UDA (unlabeled target + pseudo-labels),Abstract; results table (3-1-3 config 91.68/7.34),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0109,EEG-0174,Fusion of Multi-domain EEG Signatures Improves Emotion Recognition,"in-house (Tianjin/AMS; ~24 subjects, 60 channels used)",24 (approx; annotators/subjects),1,60 (64 minus 4),200 (downsampled from 1000),discrete (negative/neutral/positive),3-class (neg/neu/pos),balanced (5 clips each),ICA/bandpass preprocessing (boundary unclear),multi-domain feature fusion (PSD+PLV+microstate) via Discriminant Correlation Analysis,none (feature fusion + classifier),none,no,yes,cross-subject (subject-independent),unclear,cross-subject,subject-disjoint,unclear,accuracy,64.69,11.99,,no,reported,mean,"cross-subject (feature fusion, inductive)",none,low,Realistic low cross-subject accuracy (64.69%); DCA fusion of PSD+PLV+microstate on in-house data.,Primary result on in-house dataset (64.69/11.99). Also SEED 2-class neg/pos 71.14/6.97.,yes,yes,verified,full-text,Sec 3.4 (PSD+PLV+microstate DCA fusion 64.69/11.99); SEED 2-class 71.14/6.97,"In-house multi-domain fusion. Cross-subject DCA fusion 64.69/11.99 (primary). SEED 2-class neg/pos 71.14/6.97 (alternative, comparable to SEED-family).",cross-subject,Abstract,"cross-subject subject-independent (feature fusion, no DA)",Results (average cross-subject accuracy),match,,yes,none,pool-with-cross-subject,moderate
HME-0110,EEG-0176,Directional Spatial and Spectral Attention Network (DSSA Net) for EEG-based emotion recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,directional spatial+spectral attention network (DSSA Net),"none (attention; SI-LOSO, not DA)",none,no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint (LOSO),unclear,accuracy,87.03,not reported in extracted text,,no,none reported,mean,cross-subject LOSO (inductive),none,low,"SI-LOSO subject-disjoint, no target access; SI SEED 87.03 plausible. DEAP 94.97/94.73 are subject-dependent (excluded).",,yes,yes,verified,full-text,"Abstract & results (SI SEED 87.03, SEED-IV 75.86)","DSSA Net SEED SI-LOSO 87.03%. Subject-dependent SEED 96.61; DEAP 94.97/94.73 (SD, excluded).",subject-independent (LOSO),Abstract; Sec Experiments,LOSO subject-independent (inductive),"Sec 'subject-independent experiments, we employ leave-one-subject-out cross-validation'",match,,yes,none,pool-with-cross-subject,high
HME-0111,EEG-0176,Directional Spatial and Spectral Attention Network (DSSA Net) for EEG-based emotion recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,directional spatial+spectral attention network (DSSA Net),"none (attention; SI-LOSO, not DA)",none,no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint (LOSO),unclear,accuracy,75.86,not reported in extracted text,,no,none reported,mean,cross-subject LOSO (inductive),none,low,"SI-LOSO subject-disjoint, no target access; SI SEED 87.03 plausible. DEAP 94.97/94.73 are subject-dependent (excluded).",,yes,no,verified,full-text,"Abstract & results (SI SEED 87.03, SEED-IV 75.86)",DSSA Net SEED-IV SI-LOSO 75.86%.,subject-independent (LOSO),Abstract; Sec Experiments,LOSO subject-independent (inductive),"Sec 'subject-independent experiments, we employ leave-one-subject-out cross-validation'",match,,yes,none,pool-with-cross-subject,high
HME-0112,EEG-0183,Multi-source joint domain adaptation for cross-subject and cross-session emotion recognition from EEG (MSJDA),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,multi-source joint domain adaptation (MSJDA),multi-source joint UDA (marginal+conditional alignment),unlabeled-target (transductive),no,yes,cross-subject leave-one-subject-out,15,cross-subject,subject-disjoint,unclear,accuracy,81.84,9.37,,no,none reported,mean,cross-subject transductive DA,none,low,"Transductive UDA (source labeled, target unlabeled); SEED cross-subject 81.84% plausible.",,yes,yes,verified,full-text,Results table (MSJDA cross-subject SEED avg 81.84/9.37),MSJDA SEED cross-subject average 81.84/9.37 (cross-session 90.22/6.84). SEED only.,cross-subject,Abstract,cross-subject transductive multi-source UDA (unlabeled target),"Sec (source labeled, target unlabeled - UDA); results table",match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0113,EEG-0185,SSTM-IS: simplified STM method based on instance selection for real-time EEG emotion recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,simplified STM + instance selection (SSTM-IS),style transfer mapping + instance selection (few labeled target for fast adaptation),labeled+unlabeled target (few-shot calibration),yes (small amount of labeled target),yes,cross-subject (STM with few labeled target),15,cross-subject,subject-disjoint (uses few labeled target),unclear,accuracy,86.78,6.65,,no,none reported,best (up to),cross-subject with few labeled target (calibration),none (target labels disclosed),moderate,Uses a SMALL amount of LABELED target data (calibration/few-shot) - not pure LOSO/UDA; disclosed. Real-time focus.,Accuracies reported as 'up to' with runtime (SEED 86.78% @7s). Uses few labeled target samples.,yes,yes,verified,full-text,"Results table (SSTM-IS SEED 86.78/6.65, SEED-IV 82.55/8.48)",SSTM-IS SEED 86.78/6.65 (@7s). Uses few LABELED target (calibration) - flag. Self-collected 77.68/5.13.,"cross-subject (real-time, few labeled target)",Abstract,cross-subject STM using a few LABELED target samples (calibration),Abstract 'small amount of labeled data in the target domain',match,,yes,target-labels,needs-adjudication,high
HME-0114,EEG-0185,SSTM-IS: simplified STM method based on instance selection for real-time EEG emotion recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,simplified STM + instance selection (SSTM-IS),style transfer mapping + instance selection (few labeled target for fast adaptation),labeled+unlabeled target (few-shot calibration),yes (small amount of labeled target),yes,cross-subject (STM with few labeled target),15,cross-subject,subject-disjoint (uses few labeled target),unclear,accuracy,82.55,8.48,,no,none reported,best (up to),cross-subject with few labeled target (calibration),none (target labels disclosed),moderate,Uses a SMALL amount of LABELED target data (calibration/few-shot) - not pure LOSO/UDA; disclosed. Real-time focus.,Accuracies reported as 'up to' with runtime (SEED 86.78% @7s). Uses few labeled target samples.,yes,no,verified,full-text,"Results table (SSTM-IS SEED 86.78/6.65, SEED-IV 82.55/8.48)",SSTM-IS SEED-IV 82.55/8.48 (@4s).,"cross-subject (real-time, few labeled target)",Abstract,cross-subject STM using a few LABELED target samples (calibration),Abstract 'small amount of labeled data in the target domain',match,,yes,target-labels,needs-adjudication,high
HME-0115,EEG-0186,STGATE: Spatial-temporal graph attention network with a transformer encoder for EEG-based emotion recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,spatial-temporal graph attention + transformer encoder (STGATE),"none (graph attention; LOSO, not DA)",none,no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint (LOSO),10-round CV averaged,accuracy,90.37,6.18,,no,none reported,mean,cross-subject LOSO (inductive),none,low,"Explicit LOSO subject-disjoint, no target access; SEED 90.37% plausible.",,yes,yes,verified,full-text,"Results table (STGATE(Ours): SEED 90.37/6.18, SEED-IV 76.43/5.01)",STGATE SEED LOSO 90.37/6.18.,cross-subject (LOSO),Abstract,LOSO cross-subject (inductive),Abstract 'leave-one-subject-out experiments',match,,yes,none,pool-with-cross-subject,high
HME-0116,EEG-0186,STGATE: Spatial-temporal graph attention network with a transformer encoder for EEG-based emotion recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,spatial-temporal graph attention + transformer encoder (STGATE),"none (graph attention; LOSO, not DA)",none,no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint (LOSO),10-round CV averaged,accuracy,76.43,5.01,,no,none reported,mean,cross-subject LOSO (inductive),none,low,"Explicit LOSO subject-disjoint, no target access; SEED 90.37% plausible.",,yes,no,verified,full-text,"Results table (STGATE(Ours): SEED 90.37/6.18, SEED-IV 76.43/5.01)",STGATE SEED-IV LOSO 76.43/5.01.,cross-subject (LOSO),Abstract,LOSO cross-subject (inductive),Abstract 'leave-one-subject-out experiments',match,,yes,none,pool-with-cross-subject,high
HME-0117,EEG-0186,STGATE: Spatial-temporal graph attention network with a transformer encoder for EEG-based emotion recognition,DREAMER,23,1,14,128,dimensional,valence/arousal (binary),,unclear,spatial-temporal graph attention + transformer encoder (STGATE),"none (graph attention; LOSO, not DA)",none,no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint (LOSO),10-round CV averaged,accuracy,76.35,not verified (avg V/A),,no,none reported,mean,cross-subject LOSO (inductive),none,low,"Explicit LOSO subject-disjoint, no target access; SEED 90.37% plausible.",,yes,no,verified,full-text,"Results table (STGATE(Ours): SEED 90.37/6.18, SEED-IV 76.43/5.01)","STGATE DREAMER LOSO avg 76.35 (valence 77.44, arousal 75.26).",cross-subject (LOSO),Abstract,LOSO cross-subject (inductive),Abstract 'leave-one-subject-out experiments',match,,yes,none,pool-with-cross-subject,high
HME-0118,EEG-0187,Hybrid transfer learning strategy for cross-subject EEG emotion recognition (DFF-Net),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,domain adaptation + few-shot fine-tuning (DFF-Net),Emo-DA pretraining + few-shot fine-tuning ON TARGET domain,labeled+unlabeled target (DA + few-shot fine-tune),yes (few-shot fine-tuning on target),yes,cross-subject (DA + few-shot target fine-tuning),15,cross-subject,subject-disjoint but FINE-TUNES on target labels,unclear,accuracy,93.37,1.88,,no,none reported,mean,cross-subject with few-shot target fine-tuning (target labels used),none (target-label use disclosed),moderate,NEAR-CEILING 93.37% with very tight std 1.88. Uses FEW-SHOT FINE-TUNING ON TARGET (target labels) - inflates vs pure LOSO/UDA; disclosed.,Fine-tunes on target domain (few-shot target labels). Not directly comparable to pure UDA/LOSO. SEED-IV 82.3/5.38.,yes,yes,verified,full-text,"Results (DFF-Net SEED 93.37/1.88; ablation: FT-only 88.09, DA-only 71.32)","DFF-Net SEED 93.37/1.88 (near-ceiling, tight std). Uses few-shot target-label fine-tuning -> not pure LOSO; flag for adjudication.","cross-subject (hybrid transfer, few-shot)",Abstract; Keywords,cross-subject DA + few-shot fine-tuning using TARGET labels,Abstract 'fine-tuning performed on the target domain'; 'few-shot',partial-match,target-label-use-unstated,yes,target-labels,needs-adjudication,high
HME-0119,EEG-0188,Multi-source domain adaptation for EEG emotion recognition based on inter-domain sample hybridization,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,multi-source DA + inter-domain sample hybridization,multi-source UDA + directional source-target sample hybridization,unlabeled-target (transductive),no,yes,cross-subject leave-one-subject-out,15,cross-subject,subject-disjoint,unclear,accuracy,90.27,5.56,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive UDA (hybridizes unlabeled target); SEED 90.27% plausible.,,yes,yes,verified,full-text,"Results table (SEED 90.27/5.56, SEED-IV 73.41/8.27)",Sample-hybridization MSDA SEED cross-subject 90.27/5.56 (cross-session 94.16).,cross-subject,Abstract,"cross-subject LOSO, transductive multi-source UDA (unlabeled target)",Sec (hybridizes source/target; target unlabeled); results table,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0120,EEG-0188,Multi-source domain adaptation for EEG emotion recognition based on inter-domain sample hybridization,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,multi-source DA + inter-domain sample hybridization,multi-source UDA + directional source-target sample hybridization,unlabeled-target (transductive),no,yes,cross-subject leave-one-subject-out,15,cross-subject,subject-disjoint,unclear,accuracy,73.41,8.27,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive UDA (hybridizes unlabeled target); SEED 90.27% plausible.,,yes,no,verified,full-text,"Results table (SEED 90.27/5.56, SEED-IV 73.41/8.27)",SEED-IV cross-subject 73.41/8.27 (abstract 73.21; cross-session 75.05).,cross-subject,Abstract,"cross-subject LOSO, transductive multi-source UDA (unlabeled target)",Sec (hybridizes source/target; target unlabeled); results table,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0121,EEG-0198,Possibilistic distribution distance metric: a robust domain adaptation learning method (C-PDDM),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,possibilistic distribution distance metric DA (C-PDDM),possibilistic distance DA + label propagation + pseudo-labels (MMD-robust),unlabeled-target (transductive),no,yes,"cross-subject (source/target, LOSO-style)",15,cross-subject,subject-disjoint,unclear,accuracy,86.49,5.20,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive DA with pseudo-labels. Large gap shallow (73.82) vs deep-feature (86.49) variant.,"Two variants: without deep features SEED 73.82/6.12, SEED-IV 67.83/8.06; WITH deep features SEED 86.49/5.20, SEED-IV 72.88/6.02. Deep-feature taken as primary.",yes,yes,verified,full-text,"Results (C-PDDM deep: SEED 86.49/5.20, SEED-IV 72.88/6.02)",C-PDDM SEED (with deep features) 86.49/5.20. Shallow variant 73.82/6.12.,cross-subject,Abstract,cross-subject transductive DA (label propagation + pseudo-labels),Results (three-class SEED; four-class SEED-IV),match,,yes,unlabeled-target-data,pool-with-cross-subject,moderate
HME-0122,EEG-0198,Possibilistic distribution distance metric: a robust domain adaptation learning method (C-PDDM),SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,possibilistic distribution distance metric DA (C-PDDM),possibilistic distance DA + label propagation + pseudo-labels (MMD-robust),unlabeled-target (transductive),no,yes,"cross-subject (source/target, LOSO-style)",15,cross-subject,subject-disjoint,unclear,accuracy,72.88,6.02,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive DA with pseudo-labels. Large gap shallow (73.82) vs deep-feature (86.49) variant.,"Two variants: without deep features SEED 73.82/6.12, SEED-IV 67.83/8.06; WITH deep features SEED 86.49/5.20, SEED-IV 72.88/6.02. Deep-feature taken as primary.",yes,no,verified,full-text,"Results (C-PDDM deep: SEED 86.49/5.20, SEED-IV 72.88/6.02)",C-PDDM SEED-IV (deep) 72.88/6.02. Shallow 67.83/8.06.,cross-subject,Abstract,cross-subject transductive DA (label propagation + pseudo-labels),Results (three-class SEED; four-class SEED-IV),match,,yes,unlabeled-target-data,pool-with-cross-subject,moderate
HME-0123,EEG-0203,Domain adaptive deep possibilistic clustering for EEG-based emotion recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,domain adaptive deep possibilistic clustering (DADPc),deep possibilistic clustering DA + pseudo-labels + memory bank,unlabeled-target (transductive),no,yes,cross-subject (source/target),15,cross-subject,subject-disjoint,unclear,accuracy,87.83,4.21,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive DA + pseudo-labels; SEED cross-subject 87.83% plausible. Peak 94.62 is cross-session/other protocol.,"Cross-subject SEED 87.83/4.21, SEED-IV 75.31/6.22. Peak 94.62/4.37 reported (cross-session/other).",yes,yes,verified,full-text,"Results (DADPc SEED 87.83/4.21, SEED-IV 75.31/6.22)",DADPc SEED cross-subject 87.83/4.21.,cross-subject,Abstract,cross-subject transductive DA (pseudo-labels),Results Tables 1/2 (cross-subject),match,,yes,unlabeled-target-data,pool-with-cross-subject,moderate
HME-0124,EEG-0203,Domain adaptive deep possibilistic clustering for EEG-based emotion recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,domain adaptive deep possibilistic clustering (DADPc),deep possibilistic clustering DA + pseudo-labels + memory bank,unlabeled-target (transductive),no,yes,cross-subject (source/target),15,cross-subject,subject-disjoint,unclear,accuracy,75.31,6.22,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive DA + pseudo-labels; SEED cross-subject 87.83% plausible. Peak 94.62 is cross-session/other protocol.,"Cross-subject SEED 87.83/4.21, SEED-IV 75.31/6.22. Peak 94.62/4.37 reported (cross-session/other).",yes,no,verified,full-text,"Results (DADPc SEED 87.83/4.21, SEED-IV 75.31/6.22)",DADPc SEED-IV cross-subject 75.31/6.22.,cross-subject,Abstract,cross-subject transductive DA (pseudo-labels),Results Tables 1/2 (cross-subject),match,,yes,unlabeled-target-data,pool-with-cross-subject,moderate
HME-0125,EEG-0205,MSGM: a multi-scale spatiotemporal graph Mamba for EEG emotion recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,multi-scale spatiotemporal graph Mamba (MSGM),none (SI; not DA),none,no,yes,subject-independent (leave-subjects-out),unclear,cross-subject,subject-disjoint,unclear,accuracy,83.43,11.42,,no,paired t-test (vs DGCNN/TSception),mean,cross-subject subject-independent (inductive),none,low,"SI subject-disjoint, no target access; SEED 83.43% (F1 85.03) plausible.",,yes,yes,verified,full-text,"Table 4 (MSGM SEED 83.43/11.42, F1 85.03)","MSGM SEED SI 83.43/11.42 (F1 85.03). Also THU-EP 62.39/3.13, FACED 63.17/3.62.",subject-independent,Abstract; Results,subject-independent (inductive),Abstract 'subject-independent protocols',match,,yes,none,pool-with-cross-subject,high
HME-0126,EEG-0212,Identifying relevant EEG channels for subject-independent emotion recognition using attention,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,attention-based deep learning (channel relevance),"none (SI; attention channel selection, not DA)",none,no,yes,subject-independent (different individuals for train/test),unclear,cross-subject,subject-disjoint,unclear,accuracy,79.3,,76.0-82.5 (95% CI),yes,95% CI reported,mean,cross-subject subject-independent (inductive),none,low,SI subject-disjoint (different individuals train/test); realistic ~60-79% with CIs.,,yes,yes,verified,full-text,,Channel-attention SI SEED 79.3% (CI 76.0-82.5). Companion study to EEG-0152 (same authors).,subject-independent,Title; Abstract,subject-independent (inductive; different individuals train/test),Abstract 'subject-independent approach uses different individuals for training and testing',match,,yes,none,pool-with-cross-subject,high
HME-0127,EEG-0212,Identifying relevant EEG channels for subject-independent emotion recognition using attention,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,attention-based deep learning (channel relevance),"none (SI; attention channel selection, not DA)",none,no,yes,subject-independent (different individuals for train/test),unclear,cross-subject,subject-disjoint,unclear,accuracy,69.5,,64.2-74.8 (95% CI),yes,95% CI reported,mean,cross-subject subject-independent (inductive),none,low,SI subject-disjoint (different individuals train/test); realistic ~60-79% with CIs.,,yes,no,verified,full-text,,Channel-attention SI SEED-IV 69.5% (CI 64.2-74.8).,subject-independent,Title; Abstract,subject-independent (inductive; different individuals train/test),Abstract 'subject-independent approach uses different individuals for training and testing',match,,yes,none,pool-with-cross-subject,high
HME-0128,EEG-0212,Identifying relevant EEG channels for subject-independent emotion recognition using attention,SEED-V,16,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/disgust/neutral (5),balanced,unclear,attention-based deep learning (channel relevance),"none (SI; attention channel selection, not DA)",none,no,yes,subject-independent (different individuals for train/test),unclear,cross-subject,subject-disjoint,unclear,accuracy,60.7,,52.3-69.2 (95% CI),yes,95% CI reported,mean,cross-subject subject-independent (inductive),none,low,SI subject-disjoint (different individuals train/test); realistic ~60-79% with CIs.,,yes,no,verified,full-text,,Channel-attention SI SEED-V 60.7% (CI 52.3-69.2).,subject-independent,Title; Abstract,subject-independent (inductive; different individuals train/test),Abstract 'subject-independent approach uses different individuals for training and testing',match,,yes,none,pool-with-cross-subject,high
HME-0129,EEG-0213,DGAT: a dynamic graph attention neural network framework for EEG emotion recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,dynamic graph attention NN (DGAT),none (graph attention; not DA),none,no,yes,subject-independent,unclear,cross-subject,subject-disjoint,unclear,accuracy,90.03,4.28,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,"SI subject-disjoint, no target access; SEED 90.03% plausible.",,yes,yes,verified,full-text,Results (DGAT SEED SI 90.03/4.28; SD 94.00/2.60),"DGAT SEED SI 90.03/4.28. DEAP SI valence 84.27/13.74, arousal 83.84/10.20 (separate). SD SEED 94.00/2.60.",subject-independent,Abstract,subject-independent (inductive),Results (subject-independent experiments),match,,yes,none,pool-with-cross-subject,high
HME-0130,EEG-0227,Adaptive Domain Alignment Neural Networks for Cross-Domain EEG Emotion Recognition (ADANN),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,"adaptive domain alignment NN (ADANN, label-wise prototypes)",conditional distribution alignment via label-wise prototypes (UDA),unlabeled-target (transductive),no,yes,cross-subject single-session LOSO (45 exp = 3 sessions x 15 subjects),15,cross-subject,subject-disjoint,unclear,accuracy,91.92,5.44,,no,none reported,mean,cross-subject transductive DA,none,low,"Transductive UDA (all target samples, no labels). SEED 91.92% plausible.",,yes,yes,verified,full-text,"Results (ADANN cross-subject single-session: SEED 91.92/5.44, SEED-IV 73.95/9.08)",ADANN SEED cross-subject single-session LOSO 91.92/5.44. (Within-subject cross-session 90.03; generalizability 91.54.),cross-subject,Abstract,"cross-subject single-session LOSO, transductive UDA (unlabeled target)",Sec 'provide all samples but none of labels for target domain'; results,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0131,EEG-0227,Adaptive Domain Alignment Neural Networks for Cross-Domain EEG Emotion Recognition (ADANN),SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,"adaptive domain alignment NN (ADANN, label-wise prototypes)",conditional distribution alignment via label-wise prototypes (UDA),unlabeled-target (transductive),no,yes,cross-subject single-session LOSO (45 exp = 3 sessions x 15 subjects),15,cross-subject,subject-disjoint,unclear,accuracy,73.95,9.08,,no,none reported,mean,cross-subject transductive DA,none,low,"Transductive UDA (all target samples, no labels). SEED 91.92% plausible.",,yes,no,verified,full-text,"Results (ADANN cross-subject single-session: SEED 91.92/5.44, SEED-IV 73.95/9.08)",ADANN SEED-IV cross-subject single-session 73.95/9.08.,cross-subject,Abstract,"cross-subject single-session LOSO, transductive UDA (unlabeled target)",Sec 'provide all samples but none of labels for target domain'; results,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0132,EEG-0230,An EEG-Based Multi-Source Domain Knowledge Transfer Framework for Cross-Session and Cross-Subject Emotion Recognition (MS-KTF),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,multi-source domain knowledge transfer framework (MS-KTF) + knowledge distillation,multi-source UDA (triplet+MMD) + knowledge distillation,unlabeled-target (transductive),no,yes,cross-subject leave-one-subject-out,15,cross-subject,subject-disjoint,unclear,accuracy,97.06,8.65,,no,none reported,mean,cross-subject transductive DA,none,moderate,"NEAR-CEILING SEED cross-subject ~97% (Avg 96.94/9.50, Sum 97.06/8.65, Mode 97.19/6.71). Transductive MSDA; very high, verify.","Merge-method variants: Avg 96.94/9.50, Sum 97.06/8.65, Mode 97.19/6.71. SEED-IV ~74-75. DEAP valence 60.54/arousal 57.03.",yes,yes,verified,full-text,Results table (MS-KTF SEED cross-subject Sum-Based 97.06/8.65),MS-KTF SEED cross-subject 97.06/8.65 (Sum-Based) - NEAR-CEILING flag. SEED-IV 75.22/9.95. DEAP val 60.54/aro 57.03.,cross-subject,Abstract,"cross-subject LOSO, transductive multi-source UDA (unlabeled target)",Results table (cross-subject column),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0133,EEG-0231,An Efficient Graph Learning System for Emotion Recognition Inspired by the Cognitive Prior Graph of EEG Brain Network (BF-GCN),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,brain-network-inspired GCN + fused attention (BF-GCN),graph learning with brain-network prior (SI; DA/target use not explicit),unclear,no,yes,subject-independent,unclear,cross-subject,subject-disjoint,unclear,accuracy,92.72,3.90,,no,none reported,mean,cross-subject subject-independent,none evident,low,SI SEED 92.72/3.90 (comparable to PR-PL 93.06). Target-access rule not explicit.,Target-access rule (DG vs transductive) not explicit in extracted text.,yes,yes,verified,full-text,"Abstract & Table (SI SEED 92.72/3.90, SEED-IV 82.03)","BF-GCN SEED SI 92.72/3.90, SEED-IV SI 82.03. SD SEED 97.44, SEED-IV 89.55.",subject-independent,Abstract,subject-independent cross-subject; target-access unclear,Sec IV (subject-independent experiments),match,,yes,unclear,pool-with-cross-subject,moderate
