paper_id,dataset_clarity,protocol_clarity,subject_independent_validity,train_val_test_separation,preproc_inside_cv,hyperparam_selection_clarity,target_data_usage_disclosure,statistical_reporting,baseline_strength,reproducibility_code,leakage_risk_item,affective_theory_relevance,total_score,max_score,percent,quality_band,fatal_flag,fatal_reason,notes
EEG-0323,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,MetaEmotionNet meta-learning few-shot; number pending PDF-verify
EEG-0324,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,Mifu-ER multimodal modality-quality fusion; number not isolated
EEG-0325,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Modality/subject-aware KD multimodal SEED 93.37/SEED-IV 82.32 (matches DFF-Net; dup-flag)
EEG-0326,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,Multi-domain dynamic graph; DEAP 95.77 subject-dep; subject-indep cell PDF-verify
EEG-0327,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Multi-modal EEG+eye SEED 92.41/SEED-IV 85.60/SEED-V 86.29 (multimodal)
EEG-0328,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Multi-modal DA VAE SEED 89.64/SEED-IV 73.82 (multimodal)
EEG-0329,2,2,1,1,1,1,2,1,2,0,2,1,16,24,66.7,Moderate,no,,Multi-scale masked AE cross-SESSION SEED 80.86 (not cross-subject)
EEG-0330,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Multi-source dictionary learning; improvement deltas; PDF-verify
EEG-0331,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Multi-source reinforced selective DA; improvement deltas; PDF-verify
EEG-0332,2,2,2,1,1,1,2,1,1,0,2,2,17,24,70.8,Moderate,no,,MFMC multimodal/EDA CEAP-360VR subject-independent 33.1 (custom)
EEG-0333,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Multimodal behavioral+physio LOSO; number not isolated
EEG-0334,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Multimodal semi-sup cross-modal DA SEED-IV 92.50-96.13 (cross-session)
EEG-0335,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Multimodal discriminative across-individuals; improvement deltas
EEG-0336,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Mutual-info disentanglement DA transductive SEED 90.38 (no clean SD)
EEG-0337,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Neuron-perception contrastive LOSO; number pending PDF-verify
EEG-0338,2,1,0,0,1,1,0,1,1,0,0,2,9,24,37.5,Low,no,,Normal-inverse-Gaussian CSV SEED 93.23/DEAP 94.87/SEED-IV 95.58 near-ceiling LEAKAGE EXHIBIT
EEG-0339,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,PGCN SEED 96.93 subject-dep; subject-indep cell PDF-verify
EEG-0340,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"PR-PL unsupervised cross-subject SEED 85.56/4.78, SEED-IV 74.92/7.92 (semi-sup 93.18/6.55)"
EEG-0341,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Personal-Zscore normalization LOSO; absolute pending PDF-verify
EEG-0342,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Prompt-guided domain-generalization SEED 89.63/89.88 (no SD)
EEG-0343,2,2,1,1,1,1,2,2,2,0,2,2,18,24,75.0,Moderate,no,,"Prototypical-contrastive temporal-GCN transductive SEED 97.61/8.10 (high-end outlier), SEED-IV 86.31/11.10"
EEG-0344,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Q-RoFormer transductive SEED 93.47/SEED-IV 79.12 (no SD)
EEG-0345,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,Quantifying-emotional-patterns 89.23/1.93 own/cited+protocol unclear; PDF-verify
EEG-0346,1,1,1,0,1,1,1,1,1,0,1,2,11,24,45.8,Low,no,,REGEEG regression LOSO+subject-dependent; not poolable; number not isolated
EEG-0347,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,SECT shifted-channel transformer SEED 85.43/DEAP 66.83 protocol ambiguous (no SD)
EEG-0348,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,SEmotion knowledge-guided transductive SEED-IV 64.11 (no SD)
EEG-0349,1,1,1,0,1,1,1,1,1,0,1,1,10,24,41.7,Low,no,,ST-SNN-DSFE spiking net subject-dependent; not cross-subject
EEG-0350,2,2,2,2,1,2,2,2,2,0,2,2,21,24,87.5,High,no,,"STRAViT LOSO subject-independent SEED 87.2/5.7, SEED-IV 72.5/6.6 (subject-dep 98.7/95.5 separate)"
EEG-0351,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,STRFLNet cross-subject cell pending PDF-verify
EEG-0352,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,Self-weighted semi-supervised; cross-subject SD pending PDF-verify
EEG-0353,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"Semi-supervised dual-stream SEED 78.71/6.52, SEED-IV 64.03/8.60, SEED-V 53.32/10.95 (protocol F)"
EEG-0354,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,S2A2-MSDA cross-subject SEED 90.11/SEED-IV 76.23; Table-I SD garbled -> PDF-verify before pooling
EEG-0355,1,2,2,1,1,1,1,1,2,0,1,2,15,24,62.5,Moderate,no,,Sub-band embedding SEED-IV LOSO 74.77 (no SD) -> narrative
EEG-0356,1,1,1,0,1,1,1,1,1,0,1,1,10,24,41.7,Low,no,,Subject-dependent multidimensional features; not cross-subject
EEG-0357,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Dynamic empirical CNN subject-independent; cell pending PDF-verify
EEG-0358,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,TAHAG LOSO SEED-IND 91.07/4.09 (meta); SEED-IV-IND 76.88 SD pending; SEED-IV-DEP 86.05 subject-dep (excl)
EEG-0359,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,TS-CNN-LSTM mixed/cross-subject + cited numbers intermixed; PDF-verify
EEG-0360,1,1,1,0,1,1,1,1,1,0,1,1,10,24,41.7,Low,no,,Auditory encoding model; not cross-subject classification -> narrative
EEG-0361,1,2,2,1,1,1,1,1,2,0,1,2,15,24,62.5,Moderate,no,,"Hierarchical-spatial transformer honest-low LOSO (MAHNOB 66.20/66.63, DEAP 58.03; no SD)"
EEG-0362,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"Ugan source-only DG LOSO SEED 93.11/4.13 (high-end flag), SEED-IV 77.16/4.73, SEED-V 77.12/10.87"
EEG-0363,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Multimodal cross-subject few-shot (excluded EEG-only meta)
EEG-0364,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Unsupervised time-aware sampling RL; cell pending PDF-verify
EEG-0365,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Multimodal subject-independent gender study (excluded EEG-only meta)
EEG-0366,1,1,1,1,1,1,1,1,1,0,1,1,11,24,45.8,Low,no,,Multimodal bio-sensing + vision (excluded EEG-only meta)
EEG-0367,1,1,2,1,1,1,2,1,2,0,1,2,15,24,62.5,Moderate,no,,MTKDDP source-free/privacy KD subject-independent; cells pending PDF-verify
EEG-0368,2,2,2,1,1,2,2,2,2,0,2,2,20,24,83.3,High,no,,"Knowledge-driven self-supervised LOSO SEED 84.48/5.79, DREAMER A 67.64/6.35 V 68.63/7.77"
EEG-0369,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"MBEER multi-branch cross-subject SEED 92.10/6.14 (high-end), SEED-IV 83.57/6.76; DEAP-A 59.59"
EEG-0370,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Prototype SPD/Riemannian DA + few-shot calib; absolute cells pending PDF-verify
EEG-0371,1,1,1,0,1,1,1,1,1,0,1,1,10,24,41.7,Low,no,,Echo-state-net transfer subject-dependent + multimodal; not poolable
EEG-0372,2,1,0,0,1,1,0,1,1,0,0,2,9,24,37.5,Low,no,,Lightweight embedded DEAP subject-indep V 90.76 / A 90.94 near-ceiling LEAKAGE EXHIBIT
EEG-0373,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,CONLEAD contrastive few-shot/UDA; body unextractable (OA watermark); PDF-verify
EEG-0374,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"CMTCF ChannelMix unsupervised SEED 93.80/4.96 (high-end), SEED-IV 79.37/6.05, SEED-VII 49.13/8.22"
EEG-0375,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Facial + EEG multimodal (excluded EEG-only meta)
EEG-0376,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Cross-individual audio-visual multimodal (excluded EEG-only meta)
EEG-0377,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Linear DA batchnorm/depthwise; merged delta table; PDF-verify
EEG-0378,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"FBAGAN adversarial LOSO SEED 88.17/4.88, SEED-IV 77.35/3.72 (col-attribution flagged)"
EEG-0379,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,DA-CapsNet adversarial unsupervised cross-subject SEED ~84.63/9.09; SEED-IV ambiguous -> PDF-verify
EEG-0380,2,1,0,1,1,1,1,1,2,0,0,2,12,24,50.0,Low,no,,Deep-FPN DEAP LOSO 96.97/94.29 inconsistent w/ per-subject 70-94 LEAKAGE SUSPECT; PDF-verify
EEG-0381,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,EEG-tNIRS multimodal (excluded EEG-only meta)
EEG-0382,2,2,2,1,1,1,2,1,2,0,1,2,17,24,70.8,Moderate,no,,BiDCNN subject-indep DEAP V 68.14/A 63.94 honest (no SD); subject-dep 94.38/94.72 separate; DISTINCT from BiHDM/EEG-0219
EEG-0383,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"DANN+pseudo-label cross-subject SEED 94.45/4.50 (high-end), SEED-IV 81.68/7.29, DEAP 66.50/67.42"
EEG-0384,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Dual-filtration LOSO SEED 88.68/SEED-IV 67.61/DEAP 65.33/SEED-V 65.57 honest; SD pending PDF-verify
EEG-0385,2,2,2,1,1,1,2,2,1,0,2,2,18,24,75.0,Moderate,no,,Dynamic-entropy SEED LOSO 83.33/10.16 (18-feat); DySampEns 64.15/10.71
EEG-0386,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,DSDirGCN-AM SEED LOSO 93.19/3.41 (high-end); SEED-IV pending PDF-verify
EEG-0387,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,HCI attentional; OA body unextractable; PDF-verify
EEG-0388,1,1,1,0,1,1,1,1,1,0,1,2,11,24,45.8,Low,no,,Attention pretrained capsule 10-fold subject-dependent; not cross-subject
EEG-0389,2,1,0,1,1,1,1,1,1,0,0,2,11,24,45.8,Low,no,,mvFIF subspace-KNN 98-99% near-ceiling claimed LOSOCV LEAKAGE EXHIBIT
EEG-0390,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,EEG-RegNet continuous-VAD regression; not poolable as accuracy
EEG-0391,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,GCN dual-attention; Frontiers body watermark-only; PDF-verify
EEG-0392,1,2,2,1,1,1,1,1,1,0,1,2,14,24,58.3,Low,no,,Feature-fusion DEAP LOSO valence 80.52 / arousal 75.22 (no SD) -> narrative
EEG-0393,2,2,2,1,1,1,2,2,1,0,2,2,18,24,75.0,Moderate,no,,"EmoDNCL+ LOSO SEED 93.60/4.29 (high-end), SEED-IV 79.32/5.12"
EEG-0394,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,CWT+ensemble-CNN multimodal/fine-tune (excluded EEG-only meta)
EEG-0395,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Dynamic-entropy+ensemble; protocol+cells pending PDF-verify
EEG-0396,1,1,1,0,1,1,1,1,1,0,1,2,11,24,45.8,Low,no,,EEG source + dynamic functional network subject-dependent; not cross-subject
EEG-0397,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Cross-modal EEG+facial multimodal (excluded EEG-only meta)
EEG-0398,2,1,1,1,1,1,1,2,2,0,0,2,14,24,58.3,Low,no,,R2G-STLT DEAP subject-indep V 86.22/6.52 A 80.26/7.03 leakage-suspect-high; SEED/SEED-IV row-map PDF-verify
EEG-0399,2,1,1,1,1,1,1,2,1,0,0,2,13,24,54.2,Low,no,,Conv-graph-attention SEED subject-indep 94.83/3.41 LEAKAGE-SUSPECT-HIGH (meta w/ flag); subject-dep 99.11 separate
EEG-0400,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Domain-to-modality federated multimodal EEG+peripheral (excluded EEG-only meta)
EEG-0401,2,2,2,1,1,1,1,1,1,0,1,2,15,24,62.5,Moderate,no,,Cultural-impact subject-indep cross-dataset (heterogeneity narrative); numbers PDF-verify
EEG-0402,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Fine-grained label-propagation UDA; merged table; PDF-verify
EEG-0403,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,FC feature-grouped attention LOSO; numbers not surfaced; PDF-verify
EEG-0404,2,2,2,1,1,1,2,2,1,0,2,2,18,24,75.0,Moderate,no,,"GCD-JFSE cross-subject SEED 78.67/14.67, SEED-IV 58.98/10.62, DREAMER V 61.11/12.31 A 72.46/13.45"
EEG-0405,1,2,2,1,1,1,1,2,2,0,1,2,16,24,66.7,Moderate,no,,GNN multi-source prototype LOSO; per-subject Ours visible; aggregate+-SD pending PDF-verify
EEG-0406,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,HeteFedEEG federated cross-subject honest ~66-67 SEED (proposed cell PDF-verify); supports honest-ceiling
EEG-0407,1,1,1,0,1,1,1,1,1,0,1,2,11,24,45.8,Low,no,,IDEA database (dataset-landscape ref); subject-dependent baselines
EEG-0408,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,IDFG DG SEED 93.29/SEED-IV 81.32/SEED-V 79.75 means; SD pending PDF-verify
EEG-0409,1,1,1,0,1,1,1,1,1,0,1,2,11,24,45.8,Low,no,,Interactive incremental-GP subject-dependent; not cross-subject
EEG-0410,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Joint domain symmetry cross-dataset UDA; cells PDF-verify
EEG-0411,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Joint multi-source multimodal missing-modality (excluded EEG-only meta)
EEG-0412,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,LGDAAN cross-subject LOSO; proposed cell garbled; PDF-verify
EEG-0413,2,1,1,1,1,1,1,2,1,0,0,2,13,24,54.2,Low,no,,MAS-DGAT subject-dep 10-fold 99.8 near-ceiling (leakage); subject-indep PDF-verify
EEG-0414,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,MCF-SCA 10-fold subject-dependent + multimodal (excluded EEG-only meta)
EEG-0415,2,1,0,1,1,1,1,1,1,0,0,2,11,24,45.8,Low,no,,MEF-net claims cross-subject but DEAP 95.91/SEED 99.33 near-ceiling LEAKAGE EXHIBIT
EEG-0416,2,2,2,1,1,1,1,1,1,0,2,2,16,24,66.7,Moderate,no,,Multi-database integration subject-indep cross-dataset honest (DEAP ~58-65); cell PDF-verify
EEG-0417,1,1,2,1,1,1,2,1,2,0,1,2,15,24,62.5,Moderate,no,,Multi-source decentralized federated transfer privacy BCIs; cells PDF-verify
EEG-0418,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Multi-modal supervised DA (target labels) + multimodal (excluded EEG-only inductive meta)
EEG-0419,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,MSGDAN multi-source graph DA transductive; cells PDF-verify
EEG-0420,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Multimodal attention-recurrent-GCN (excluded EEG-only meta)
EEG-0421,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,MS-Semi-STM multi-source transductive semi-sup; cells PDF-verify
EEG-0422,1,2,2,1,1,1,1,1,2,0,1,2,15,24,62.5,Moderate,no,,NeuroSense spiking-NN LOSO; cells PDF-verify
EEG-0423,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Optimal-EEG-features/trajectory feature-analysis (excluded EEG-only meta)
EEG-0424,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Orthogonal semi-sup regression CROSS-SESSION (not cross-subject)
EEG-0425,1,2,2,1,1,1,1,2,2,0,1,2,16,24,66.7,Moderate,no,,PDGCN proposed ~87-90 SEED visible; dataset/session map ambiguous; PDF-verify
EEG-0426,2,2,2,1,1,1,1,1,2,0,2,2,17,24,70.8,Moderate,no,,PL-DCP cross-session 79.36/63.16/57.53 + cross-corpus 59.02 narrative; cross-subject LOSO PDF-verify
EEG-0427,1,1,1,0,1,1,1,1,1,0,1,2,11,24,45.8,Low,no,,Param-efficient hierarchical ST-graph subject-dependent; not cross-subject
EEG-0428,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,ProDG source-free DG SEED 85.9/SEED-IV 70.4 means; SD pending PDF-verify
EEG-0429,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,"Progressive low-rank semi-sup joint DA (target labels, F); cells PDF-verify"
EEG-0430,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,Robust bi-level self-supervised continual; cells PDF-verify
EEG-0431,1,2,2,1,1,1,2,2,2,0,1,2,17,24,70.8,Moderate,no,,SASD-MCL partial-label cross-subject LOSO (protocol F); SD-tables exist; values PDF-verify
EEG-0432,1,1,2,1,1,1,1,1,1,0,1,2,13,24,54.2,Low,no,,"SEDA-EEG semi-sup DA (target labels, F); relative-only +12.90%; absolute PDF-verify"
EEG-0433,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"SFT-SGAT LOSO SEED 92.04/3.28 (high-end), SEED-IV 82.76/4.02"
EEG-0434,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,SIFIAE cross-session semi-sup (not cross-subject)
EEG-0435,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,ST-SHAP LOSO + cross-dataset; cells PDF-verify
EEG-0436,2,2,2,1,1,1,2,2,1,0,2,2,18,24,75.0,Moderate,no,,"Semi-sup pairwise MSDA (target labels, F) LOSO SEED 90.09/9.52, SEED-IV 73.08/10.33"
EEG-0437,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Semi-sup regression adaptive-graph cross-session (not cross-subject)
EEG-0438,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Spatiotemporal isomorphic cross-brain UDA+few-shot; cells PDF-verify
EEG-0439,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Spike-hammer multimodal (excluded EEG-only meta)
EEG-0440,2,2,2,1,1,1,2,2,1,0,2,2,18,24,75.0,Moderate,no,,"Hybrid GRU-Conv subject-indep SEED 87.04, DEAP-A 70.07, DEAP-V 67.34 means; SD pending PDF-verify"
EEG-0441,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,TMLP+SRDANN UDA SEED 81.04/6.28 (meta); DEAP V 61.88/A 57.70 SD pending
EEG-0442,1,1,1,0,1,1,1,1,1,0,1,2,11,24,45.8,Low,no,,Temporal-scale heterogeneity subject-dependent + multimodal; not cross-subject
EEG-0443,1,2,2,1,1,1,2,2,2,0,1,2,17,24,70.8,Moderate,no,,UDA-DDA LOSO CS-SS clean protocol; proposed cells PDF-verify
EEG-0444,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,UMDA-DDSTGN meta-DA few-shot; subject-indep SEED ~82.16/5.23 candidate; PDF-verify
EEG-0445,2,1,0,1,1,1,1,1,1,0,0,2,11,24,45.8,Low,no,,VAE-CapsNet 'Loso'=leave-one-SESSION-out (cross-session) mislabeled cross-subject TERMINOLOGY EXHIBIT
EEG-0446,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,Visual-to-EEG cross-modal KD continuous multimodal (excluded EEG-only meta)
